GENE_NAME,UniProt_ID,PDB_ID,CHAIN,RESIDUE_RANGE
PLG,P00747,6UZ5,A,185-262
PLG,P00747,7E50,B,564-810
PLG,P00747,7THS,A/B,561-810
PLG,P00747,7UAH,A/B,561-810
PLG,P00747,8F7U,A/B,561-810
PLG,P00747,8F7V,A/B,561-810
PLG,P00747,8UQ6,A,20-810
PLG,P00747,9AZK,A/B/C/D/E/F,561-810
PLK1,P53350,1Q4K,A/B/C,345-603
PLK1,P53350,1Q4O,A/B,367-603
PLK1,P53350,1UMW,A/B,367-603
PLK1,P53350,2OGQ,A,365-603
PLK1,P53350,2OJX,A,365-603
PLK1,P53350,2OU7,A,13-345
PLK1,P53350,2OWB,A,13-345
PLK1,P53350,2RKU,A,37-330
PLK1,P53350,2V5Q,A/B,33-345
PLK1,P53350,2YAC,A,36-345
PLK1,P53350,3BZI,A,365-603
PLK1,P53350,3C5L,A,373-593
PLK1,P53350,3FC2,A,13-345
PLK1,P53350,3FVH,A,371-603
PLK1,P53350,3HIH,A/B,371-593
PLK1,P53350,3HIK,A,367-603
PLK1,P53350,3KB7,A,36-345
PLK1,P53350,3P2W,A,371-594
PLK1,P53350,3P2Z,A,371-594
PLK1,P53350,3P34,A,371-594
PLK1,P53350,3P35,A/B/C,371-594
PLK1,P53350,3P36,A,371-594
PLK1,P53350,3P37,A/B/C,371-594
PLK1,P53350,3Q1I,A,371-594
PLK1,P53350,3RQ7,A,371-603
PLK1,P53350,3THB,A,13-345
PLK1,P53350,4A4L,A,36-345
PLK1,P53350,4A4O,A,36-345
PLK1,P53350,4DFW,A,367-603
PLK1,P53350,4E67,A,371-594
PLK1,P53350,4E9C,A,371-594
PLK1,P53350,4E9D,A,371-594
PLK1,P53350,4H5X,A/B,367-603
PLK1,P53350,4H71,A/B,367-603
PLK1,P53350,4HAB,A/B/C,371-593
PLK1,P53350,4HCO,A/B,367-603
PLK1,P53350,4HY2,A,371-595
PLK1,P53350,4J52,A,38-330
PLK1,P53350,4J53,A,38-330
PLK1,P53350,4LKL,A,372-593
PLK1,P53350,4LKM,A/C,371-601
PLK1,P53350,4O56,A,367-603
PLK1,P53350,4O6W,A,371-603
PLK1,P53350,4O9W,A,373-594
PLK1,P53350,4RCP,A,372-599
PLK1,P53350,4WHH,A,371-603
PLK1,P53350,4WHK,A,371-603
PLK1,P53350,4WHL,A,371-603
PLK1,P53350,4X9R,A,371-603
PLK1,P53350,4X9V,A,371-603
PLK1,P53350,4X9W,A,371-603
PLK1,P53350,5J19,A/B,367-594
PLK1,P53350,5NEI,A,371-603
PLK1,P53350,5NFU,A,371-602
PLK1,P53350,5NJE,A,371-603
PLK1,P53350,5NMM,A,371-603
PLK1,P53350,5NN1,A,371-603
PLK1,P53350,5NN2,A,371-594
PLK1,P53350,5TA6,A,13-345
PLK1,P53350,5TA8,A,13-345
PLK1,P53350,6AX4,A,371-603
PLK1,P53350,6GY2,A/B,365-603
PLK1,P53350,7MSO,A/B,371-603
PLK1,P53350,7MX1,A/B,371-603
PLK1,P53350,8BJT,A,37-330
PLK1,P53350,8CRC,A,371-594
PLK1,P53350,8JOQ,A,371-594
PLK1,P53350,8JOY,A,371-594
PLK1,P53350,8S30,A,365-603
PLK1,P53350,8S31,A/B,365-603
PLK1,P53350,8WFP,A/B,373-596
PLK1,P53350,8X72,A,13-345
PLK1,P53350,8XB9,A,371-603
PLOD3,O60568,6FXK,A,25-738
PLOD3,O60568,6FXM,A,25-738
PLOD3,O60568,6FXR,A,25-738
PLOD3,O60568,6FXT,A,25-738
PLOD3,O60568,6FXX,A,25-738
PLOD3,O60568,6FXY,A,25-738
PLOD3,O60568,6TE3,A,25-738
PLOD3,O60568,6TEC,A,25-738
PLOD3,O60568,6TES,A,25-738
PLOD3,O60568,6TEU,A,25-738
PLOD3,O60568,6TEX,A,25-738
PLOD3,O60568,6TEZ,A,25-738
PLOD3,O60568,6WFV,A,32-266
PLOD3,O60568,8ONE,A,25-738
PLS3,P13797,1AOA,A,101-375
PLS3,P13797,1WJO,A,520-630
PLS3,P13797,7R94,F/G/H,1-630
PLS3,P13797,7SX8,D,1-630
PLS3,P13797,7SX9,D,1-630
PLS3,P13797,7SXA,A,1-630
PML,P29590,1BOR,A,49-104
PML,P29590,2MVW,A/B,120-168
PML,P29590,2MWX,A,49-104
PML,P29590,4WJN,B,547-573
PML,P29590,4WJO,B,547-573
PML,P29590,5YUF,A/B/C/D,49-99
PML,P29590,6IMQ,A/B/C/D,120-168
PML,P29590,6UYO,B/D,547-574
PML,P29590,6UYP,B,547-574
PML,P29590,6UYQ,B,547-574
PML,P29590,6UYR,B,547-574
PML,P29590,6UYS,B/D,547-574
PML,P29590,6UYT,B,547-574
PML,P29590,6UYU,B/D,547-574
PML,P29590,6UYV,B,547-574
PML,P29590,8DJH,B,546-573
PML,P29590,8DJI,B,547-574
PML,P29590,8J25,A,183-236
PML,P29590,8J2P,A/E,183-236
PML,P29590,8YTC,A/B,46-256
PMM1,Q92871,2FUC,A,1-262
PMM1,Q92871,2FUE,A,1-262
PMM1,Q92871,6CFR,A,1-262
PMM1,Q92871,6CFS,A,1-262
PMM1,Q92871,6CFT,A,1-262
PMM1,Q92871,6CFU,A,1-262
PMM1,Q92871,6CFV,A,1-262
PMM2,O15305,2AMY,A,2-246
PMM2,O15305,2Q4R,A,2-246
PMM2,O15305,7O0C,A/B,1-246
PMM2,O15305,7O1B,A/B,1-246
PMM2,O15305,7O4G,A/B,1-246
PMM2,O15305,7O58,A/B,1-246
PMM2,O15305,7O5Z,A/B,1-246
PMS2,P54278,1EA6,A/B,1-364
PMS2,P54278,1H7S,A/B,1-365
PMS2,P54278,1H7U,A/B,1-365
PMS2,P54278,5U5R,B,573-583
PMS2,P54278,6MFQ,A/B,1-365
PMS2,P54278,7RCB,A/B,1-365
PMS2,P54278,7RCI,A/B,1-365
PMS2,P54278,7RCK,A/B,1-365
PMVK,Q15126,3CH4,B,1-192
PNLIP,P16233,1GPL,A,360-465
PNLIP,P16233,1LPA,B,17-465
PNLIP,P16233,1LPB,B,17-465
PNLIP,P16233,1N8S,A,17-465
PNLIPRP1,P54315,2PPL,A,18-467
PNLIPRP2,P54317,2OXE,A/B,18-469
PNLIPRP2,P54317,2PVS,A/B,18-469
PNMT,P11086,1HNN,A/B,1-282
PNMT,P11086,1N7I,A/B,1-282
PNMT,P11086,1N7J,A/B,1-282
PNMT,P11086,1YZ3,A/B,1-282
PNMT,P11086,2AN3,A/B,1-282
PNMT,P11086,2AN4,A/B,1-282
PNMT,P11086,2AN5,A/B,1-282
PNMT,P11086,2G70,A/B,1-282
PNMT,P11086,2G71,A/B,1-282
PNMT,P11086,2G72,A/B,1-282
PNMT,P11086,2G8N,A/B,1-282
PNMT,P11086,2OBF,A/B,1-282
PNMT,P11086,2ONY,A/B,1-282
PNMT,P11086,2ONZ,A/B,1-282
PNMT,P11086,2OPB,A/B,1-282
PNMT,P11086,3HCA,A/B,1-282
PNMT,P11086,3HCB,A/B,1-282
PNMT,P11086,3HCC,A/B,1-282
PNMT,P11086,3HCD,A/B,1-282
PNMT,P11086,3HCE,A/B,1-282
PNMT,P11086,3HCF,A/B,1-282
PNMT,P11086,3KPJ,A/B,1-282
PNMT,P11086,3KPU,A/B,1-282
PNMT,P11086,3KPV,A/B,1-282
PNMT,P11086,3KPW,A/B,1-282
PNMT,P11086,3KPY,A/B,1-282
PNMT,P11086,3KQM,A/B,1-282
PNMT,P11086,3KQO,A/B,1-282
PNMT,P11086,3KQP,A/B,1-282
PNMT,P11086,3KQQ,A/B,1-282
PNMT,P11086,3KQS,A/B,1-282
PNMT,P11086,3KQT,A/B,1-282
PNMT,P11086,3KQV,A/B,1-282
PNMT,P11086,3KQW,A/B,1-282
PNMT,P11086,3KQY,A/B,1-282
PNMT,P11086,3KR0,A/B,1-282
PNMT,P11086,3KR1,A/B,1-282
PNMT,P11086,3KR2,A/B,1-282
PNMT,P11086,4DM3,A/B,1-282
PNMT,P11086,4MIK,A/B,1-282
PNMT,P11086,4MQ4,A/B,1-282
PNMT,P11086,6WS1,A/B,1-282
PNMT,P11086,7TWU,A/B,1-282
PNMT,P11086,7TX2,A/B,1-282
PNPO,Q9NVS9,1NRG,A,1-261
PNPO,Q9NVS9,3HY8,A,1-261
PNPO,Q9NVS9,6H00,A,1-261
PNPO,Q9NVS9,8QYT,A,1-261
PNPO,Q9NVS9,8QYW,A,1-261
PNPO,Q9NVS9,8ROS,AAA,1-261
POFUT2,Q9Y2G5,4AP5,A/B,22-429
POFUT2,Q9Y2G5,4AP6,A/B/C/D,37-429
POGLUT1,Q8NBL1,5L0R,A,29-385
POGLUT1,Q8NBL1,5L0S,A,29-385
POGLUT1,Q8NBL1,5L0T,A,29-385
POGLUT1,Q8NBL1,5L0U,A,29-385
POGLUT1,Q8NBL1,5L0V,A,29-385
POGLUT1,Q8NBL1,5UB5,A,29-385
POLA1,P09884,1K0P,A,1347-1377
POLA1,P09884,1K18,A,1347-1377
POLA1,P09884,1N5G,A,1345-1382
POLA1,P09884,4Q5V,A/E,336-1257
POLA1,P09884,4QCL,A,336-1257
POLA1,P09884,4Y97,B/D/F/H,1265-1444
POLA1,P09884,5EXR,C/G,335-1462
POLA1,P09884,5IUD,A/D/G/J,338-1255
POLA1,P09884,6AS7,A,336-1257
POLA1,P09884,7N2M,A,336-1257
POLA1,P09884,7OPL,A,334-1462
POLA1,P09884,7U5C,C,335-1462
POLA1,P09884,8B9D,B,1-1462
POLA1,P09884,8D0B,F,324-1462
POLA1,P09884,8D0K,F,2-1462
POLA1,P09884,8D96,C,1-1462
POLA1,P09884,8D9D,C,1-1462
POLA1,P09884,8QJ7,A,1-1462
POLA1,P09884,8VY3,C,338-1456
POLA1,P09884,9C8V,C,338-1456
POLA1,P09884,9MJ5,S,335-1244
POLB,P06746,1BPX,A,1-335
POLB,P06746,1BPY,A,1-335
POLB,P06746,1BPZ,A,1-335
POLB,P06746,1MQ2,A,1-335
POLB,P06746,1MQ3,A,1-335
POLB,P06746,1TV9,A,1-335
POLB,P06746,1TVA,A,1-335
POLB,P06746,1ZJM,A,1-335
POLB,P06746,1ZJN,A,1-335
POLB,P06746,1ZQA,A,1-335
POLB,P06746,1ZQB,A,1-335
POLB,P06746,1ZQC,A,1-335
POLB,P06746,1ZQD,A,1-335
POLB,P06746,1ZQE,A,1-335
POLB,P06746,1ZQF,A,1-335
POLB,P06746,1ZQG,A,1-335
POLB,P06746,1ZQH,A,1-335
POLB,P06746,1ZQI,A,1-335
POLB,P06746,1ZQJ,A,1-335
POLB,P06746,1ZQK,A,1-335
POLB,P06746,1ZQL,A,1-335
POLB,P06746,1ZQM,A,1-335
POLB,P06746,1ZQN,A,1-335
POLB,P06746,1ZQO,A,1-335
POLB,P06746,1ZQP,A,1-335
POLB,P06746,1ZQQ,A,1-335
POLB,P06746,1ZQR,A,1-335
POLB,P06746,1ZQS,A,1-335
POLB,P06746,1ZQT,A,1-335
POLB,P06746,2FMP,A,1-335
POLB,P06746,2FMQ,A,1-335
POLB,P06746,2FMS,A,1-335
POLB,P06746,2I9G,A,1-335
POLB,P06746,2ISO,A,1-335
POLB,P06746,2ISP,A,1-335
POLB,P06746,2P66,A,1-335
POLB,P06746,2PXI,A,1-335
POLB,P06746,3C2K,A,1-335
POLB,P06746,3C2L,A,1-335
POLB,P06746,3C2M,A,1-335
POLB,P06746,3GDX,A,10-335
POLB,P06746,3ISB,A,1-335
POLB,P06746,3ISC,A,1-335
POLB,P06746,3ISD,A,1-335
POLB,P06746,3JPN,A,1-335
POLB,P06746,3JPO,A,1-335
POLB,P06746,3JPP,A,1-335
POLB,P06746,3JPQ,A,1-335
POLB,P06746,3JPR,A,1-335
POLB,P06746,3JPS,A,1-335
POLB,P06746,3JPT,A,1-335
POLB,P06746,3LK9,A,1-335
POLB,P06746,3MBY,A,1-335
POLB,P06746,3OGU,A,1-335
POLB,P06746,3RH4,A,1-335
POLB,P06746,3RH5,A,1-335
POLB,P06746,3RH6,A,1-335
POLB,P06746,3RJE,A,1-335
POLB,P06746,3RJF,A,1-335
POLB,P06746,3RJG,A,1-335
POLB,P06746,3RJH,A,1-335
POLB,P06746,3RJI,A,1-335
POLB,P06746,3RJJ,A,1-335
POLB,P06746,3RJK,A,1-335
POLB,P06746,3TFR,A,1-335
POLB,P06746,3TFS,A,1-335
POLB,P06746,4DO9,A,1-335
POLB,P06746,4DOA,A,1-335
POLB,P06746,4DOB,A,1-335
POLB,P06746,4DOC,A,1-335
POLB,P06746,4F5N,A,1-335
POLB,P06746,4F5O,A,1-335
POLB,P06746,4F5P,A,1-335
POLB,P06746,4F5Q,A,1-335
POLB,P06746,4F5R,A/B,1-335
POLB,P06746,4GXI,A,1-335
POLB,P06746,4GXJ,A,1-335
POLB,P06746,4GXK,A,1-335
POLB,P06746,4JWM,A,1-335
POLB,P06746,4JWN,A,1-335
POLB,P06746,4KLD,A,1-335
POLB,P06746,4KLE,A,1-335
POLB,P06746,4KLF,A,1-335
POLB,P06746,4KLG,A,1-335
POLB,P06746,4KLH,A,1-335
POLB,P06746,4KLI,A,1-335
POLB,P06746,4KLJ,A,1-335
POLB,P06746,4KLL,A,1-335
POLB,P06746,4KLM,A,1-335
POLB,P06746,4KLO,A,1-335
POLB,P06746,4KLQ,A,1-335
POLB,P06746,4KLS,A,1-335
POLB,P06746,4KLT,A,1-335
POLB,P06746,4KLU,A,1-335
POLB,P06746,4LVS,A,1-335
POLB,P06746,4M2Y,A,11-335
POLB,P06746,4M47,A,12-335
POLB,P06746,4M9G,A,1-335
POLB,P06746,4M9H,A,1-335
POLB,P06746,4M9J,A,1-335
POLB,P06746,4M9L,A,1-335
POLB,P06746,4M9N,A,1-335
POLB,P06746,4MF2,A,11-335
POLB,P06746,4MF8,A,7-335
POLB,P06746,4MFA,A,11-335
POLB,P06746,4MFC,A,11-335
POLB,P06746,4MFF,A,11-335
POLB,P06746,4NLK,A,7-335
POLB,P06746,4NLN,A,7-335
POLB,P06746,4NLZ,A,7-335
POLB,P06746,4NM1,A,7-335
POLB,P06746,4NM2,A,7-335
POLB,P06746,4NXZ,A,10-335
POLB,P06746,4NY8,A,10-335
POLB,P06746,4O5C,A,7-335
POLB,P06746,4O5E,A,7-335
POLB,P06746,4O5K,A,10-335
POLB,P06746,4O9M,A,1-335
POLB,P06746,4P2H,A,10-335
POLB,P06746,4PGQ,A,7-335
POLB,P06746,4PGX,A,10-335
POLB,P06746,4PGY,A,7-335
POLB,P06746,4PH5,A,10-335
POLB,P06746,4PHA,A,7-335
POLB,P06746,4PHD,A,7-335
POLB,P06746,4PHE,A,7-335
POLB,P06746,4PHP,A,10-335
POLB,P06746,4PPX,A,1-335
POLB,P06746,4R63,A,1-335
POLB,P06746,4R64,A,1-335
POLB,P06746,4R65,A,1-335
POLB,P06746,4R66,A,1-335
POLB,P06746,4RPX,A,1-335
POLB,P06746,4RPY,A,1-335
POLB,P06746,4RPZ,A,1-335
POLB,P06746,4RQ0,A,1-335
POLB,P06746,4RQ1,A,1-335
POLB,P06746,4RQ2,A,1-335
POLB,P06746,4RQ3,A,1-335
POLB,P06746,4RQ4,A,1-335
POLB,P06746,4RQ5,A,1-335
POLB,P06746,4RQ6,A,1-335
POLB,P06746,4RQ7,A,1-335
POLB,P06746,4RQ8,A,1-335
POLB,P06746,4RT2,A,1-335
POLB,P06746,4RT3,A,1-335
POLB,P06746,4TUP,A,7-335
POLB,P06746,4TUQ,A,10-335
POLB,P06746,4TUR,A,7-335
POLB,P06746,4TUS,A,10-335
POLB,P06746,4UAW,A,1-335
POLB,P06746,4UAY,A,1-335
POLB,P06746,4UAZ,A,1-335
POLB,P06746,4UB1,A,1-335
POLB,P06746,4UB2,A,1-335
POLB,P06746,4UB3,A,1-335
POLB,P06746,4UB4,A,1-335
POLB,P06746,4UB5,A,1-335
POLB,P06746,4UBB,A,1-335
POLB,P06746,4UBC,A,1-335
POLB,P06746,4YMM,A,1-335
POLB,P06746,4YMN,A,1-335
POLB,P06746,4YMO,A,1-335
POLB,P06746,4YN4,A,1-335
POLB,P06746,4Z6C,A,1-335
POLB,P06746,4Z6D,A,1-335
POLB,P06746,4Z6E,A,1-335
POLB,P06746,4Z6F,A,1-335
POLB,P06746,5BOL,A,1-335
POLB,P06746,5BOM,A,1-335
POLB,P06746,5BPC,A,1-335
POLB,P06746,5DB6,A,1-335
POLB,P06746,5DB7,A,1-335
POLB,P06746,5DB8,A,1-335
POLB,P06746,5DB9,A,1-335
POLB,P06746,5DBA,A,1-335
POLB,P06746,5DBB,A,1-335
POLB,P06746,5DBC,A,1-335
POLB,P06746,5EOZ,A,1-335
POLB,P06746,5HHH,A,9-335
POLB,P06746,5HHI,A,7-335
POLB,P06746,5J0O,A,1-335
POLB,P06746,5J0P,A,1-335
POLB,P06746,5J0Q,A,1-335
POLB,P06746,5J0R,A,1-335
POLB,P06746,5J0S,A,1-335
POLB,P06746,5J0T,A,1-335
POLB,P06746,5J0U,A,1-335
POLB,P06746,5J0W,A,1-335
POLB,P06746,5J0X,A,1-335
POLB,P06746,5J0Y,A,1-335
POLB,P06746,5J29,A,1-335
POLB,P06746,5J2A,A,1-335
POLB,P06746,5J2B,A,1-335
POLB,P06746,5J2C,A,1-335
POLB,P06746,5J2D,A,1-335
POLB,P06746,5J2E,A,1-335
POLB,P06746,5J2F,A,1-335
POLB,P06746,5J2G,A,1-335
POLB,P06746,5J2H,A,1-335
POLB,P06746,5J2I,A,1-335
POLB,P06746,5J2J,A,1-335
POLB,P06746,5J2K,A,1-335
POLB,P06746,5TB8,A,1-335
POLB,P06746,5TB9,A,1-335
POLB,P06746,5TBA,A,1-335
POLB,P06746,5TBB,A,1-335
POLB,P06746,5TBC,A,1-335
POLB,P06746,5TZV,A,1-335
POLB,P06746,5U2R,A,1-335
POLB,P06746,5U2S,A,1-335
POLB,P06746,5U2T,A,1-335
POLB,P06746,5U8G,A,1-335
POLB,P06746,5U8H,A,1-335
POLB,P06746,5U8I,A,1-335
POLB,P06746,5U9H,A,1-335
POLB,P06746,5UGN,A,1-335
POLB,P06746,5UGO,A,1-335
POLB,P06746,5UGP,A,1-335
POLB,P06746,5V1F,A,1-335
POLB,P06746,5V1G,A,1-335
POLB,P06746,5V1H,A,1-335
POLB,P06746,5V1I,A,1-335
POLB,P06746,5V1J,A,1-335
POLB,P06746,5V1N,A,1-335
POLB,P06746,5V1O,A,1-335
POLB,P06746,5V1P,A,1-335
POLB,P06746,5V1R,A,1-335
POLB,P06746,5VEZ,A,1-335
POLB,P06746,5VRW,A,1-335
POLB,P06746,5VRX,A,1-335
POLB,P06746,5VRY,A,1-335
POLB,P06746,5VRZ,A,1-335
POLB,P06746,5VS0,A,1-335
POLB,P06746,5VS1,A,1-335
POLB,P06746,5VS2,A,1-335
POLB,P06746,5VS3,A,1-335
POLB,P06746,5VS4,A,1-335
POLB,P06746,5WNX,A,1-335
POLB,P06746,5WNY,A,1-335
POLB,P06746,5WNZ,A,1-335
POLB,P06746,5WO0,A,1-335
POLB,P06746,6BEL,A,1-335
POLB,P06746,6BEM,A,1-335
POLB,P06746,6BTE,A,1-335
POLB,P06746,6BTF,A,1-335
POLB,P06746,6CLY,A,1-335
POLB,P06746,6CPQ,A,1-335
POLB,P06746,6CR3,A,1-335
POLB,P06746,6CR4,A,1-335
POLB,P06746,6CR5,A,1-335
POLB,P06746,6CR6,A,1-335
POLB,P06746,6CR7,A,1-335
POLB,P06746,6CR8,A,1-335
POLB,P06746,6CR9,A,1-335
POLB,P06746,6CRB,A,1-335
POLB,P06746,6CRC,A,1-335
POLB,P06746,6CRH,A,1-335
POLB,P06746,6CTI,A,1-335
POLB,P06746,6CTJ,A,1-335
POLB,P06746,6CTK,A,1-335
POLB,P06746,6CTL,A,1-335
POLB,P06746,6CTM,A,1-335
POLB,P06746,6CTN,A,1-335
POLB,P06746,6CTO,A,1-335
POLB,P06746,6CTP,A,1-335
POLB,P06746,6CTQ,A,1-335
POLB,P06746,6CTR,A,1-335
POLB,P06746,6CTT,A,1-335
POLB,P06746,6CTU,A,1-335
POLB,P06746,6CTV,A,1-335
POLB,P06746,6CTW,A,1-335
POLB,P06746,6CTX,A,1-335
POLB,P06746,6CU9,A,1-335
POLB,P06746,6CUA,A,1-335
POLB,P06746,6CUB,A,1-335
POLB,P06746,6DIA,A,1-335
POLB,P06746,6DIC,A,1-335
POLB,P06746,6E3R,A,1-335
POLB,P06746,6E3V,A,1-335
POLB,P06746,6E3W,A,1-335
POLB,P06746,6E3X,A,1-335
POLB,P06746,6G2Q,A,1-335
POLB,P06746,6MR7,A,1-335
POLB,P06746,6MR8,A,1-335
POLB,P06746,6N2R,A,1-335
POLB,P06746,6N2S,A,1-335
POLB,P06746,6N2T,A,1-335
POLB,P06746,6NKR,A,1-335
POLB,P06746,6NKS,A,1-335
POLB,P06746,6NKT,A,1-335
POLB,P06746,6NKU,A,1-335
POLB,P06746,6NKV,A,1-335
POLB,P06746,6NKW,A,1-335
POLB,P06746,6NKX,A,1-335
POLB,P06746,6NKY,A,1-335
POLB,P06746,6NKZ,A,1-335
POLB,P06746,6NL0,A,1-335
POLB,P06746,6PH5,A,1-335
POLB,P06746,6PH6,A,1-335
POLB,P06746,6PKZ,A,1-335
POLB,P06746,6U2O,A,1-335
POLB,P06746,6U6B,A,1-335
POLB,P06746,6UOK,A/F,1-335
POLB,P06746,6UOL,A,1-335
POLB,P06746,6UOM,A,1-335
POLB,P06746,6W2M,A,1-335
POLB,P06746,7ICE,A,1-335
POLB,P06746,7ICF,A,1-335
POLB,P06746,7ICG,A,1-335
POLB,P06746,7ICH,A,1-335
POLB,P06746,7ICI,A,1-335
POLB,P06746,7ICJ,A,1-335
POLB,P06746,7ICK,A,1-335
POLB,P06746,7ICL,A,1-335
POLB,P06746,7ICM,A,1-335
POLB,P06746,7ICN,A,1-335
POLB,P06746,7ICO,A,1-335
POLB,P06746,7ICP,A,1-335
POLB,P06746,7ICQ,A,1-335
POLB,P06746,7ICR,A,1-335
POLB,P06746,7ICS,A,1-335
POLB,P06746,7ICT,A,1-335
POLB,P06746,7ICU,A,1-335
POLB,P06746,7ICV,A,1-335
POLB,P06746,7K96,A,1-335
POLB,P06746,7K97,A,10-335
POLB,P06746,7MZ0,A,7-335
POLB,P06746,7MZ1,A,10-335
POLB,P06746,7MZ2,A,10-335
POLB,P06746,7MZ3,A,7-335
POLB,P06746,7MZ4,A,7-335
POLB,P06746,7MZ8,A,7-335
POLB,P06746,7RBE,A,1-335
POLB,P06746,7RBF,A,1-335
POLB,P06746,7RBG,A,1-335
POLB,P06746,7RBH,A,1-335
POLB,P06746,7RBI,A,1-335
POLB,P06746,7RBJ,A,1-335
POLB,P06746,7RBK,A,1-335
POLB,P06746,7RBL,A,1-335
POLB,P06746,7RBM,A,1-335
POLB,P06746,7RBN,A,1-335
POLB,P06746,7RBO,A,1-335
POLB,P06746,7S9J,A,1-335
POLB,P06746,7S9K,A,1-335
POLB,P06746,7S9L,A,1-335
POLB,P06746,7S9M,A,1-335
POLB,P06746,7S9N,A,1-335
POLB,P06746,7S9O,A,1-335
POLB,P06746,7S9P,A,1-335
POLB,P06746,7S9Q,A,1-335
POLB,P06746,8ICA,A,1-335
POLB,P06746,8ICB,A,1-335
POLB,P06746,8ICC,A,1-335
POLB,P06746,8ICE,A,1-335
POLB,P06746,8ICF,A,1-335
POLB,P06746,8ICG,A,1-335
POLB,P06746,8ICH,A,1-335
POLB,P06746,8ICI,A,1-335
POLB,P06746,8ICJ,A,1-335
POLB,P06746,8ICK,A,1-335
POLB,P06746,8ICL,A,1-335
POLB,P06746,8ICM,A,1-335
POLB,P06746,8ICN,A,1-335
POLB,P06746,8ICO,A,1-335
POLB,P06746,8ICP,A,1-335
POLB,P06746,8ICQ,A,1-335
POLB,P06746,8ICR,A,1-335
POLB,P06746,8ICS,A,1-335
POLB,P06746,8ICT,A,1-335
POLB,P06746,8ICU,A,1-335
POLB,P06746,8ICV,A,1-335
POLB,P06746,8ICW,A,1-335
POLB,P06746,8ICX,A,1-335
POLB,P06746,8ICY,A,1-335
POLB,P06746,8ICZ,A,1-335
POLB,P06746,8VF8,A,1-335
POLB,P06746,8VF9,A,1-335
POLB,P06746,8VFA,A,1-335
POLB,P06746,8VFB,A,1-335
POLB,P06746,8VFC,A,1-335
POLB,P06746,8VFD,A,1-335
POLB,P06746,8VFE,A,1-335
POLB,P06746,8VFF,A,1-335
POLB,P06746,8VFG,A,1-335
POLB,P06746,8VFH,A,1-335
POLB,P06746,8VFI,A,1-335
POLB,P06746,8VFJ,A,1-335
POLB,P06746,9DWG,L,1-335
POLB,P06746,9DWH,L,1-335
POLB,P06746,9DWI,L,1-335
POLB,P06746,9DWK,L,1-335
POLB,P06746,9DWM,L,1-335
POLB,P06746,9ICA,A,1-335
POLB,P06746,9ICB,A,1-335
POLB,P06746,9ICC,A,1-335
POLB,P06746,9ICE,A,1-335
POLB,P06746,9ICF,A,1-335
POLB,P06746,9ICG,A,1-335
POLB,P06746,9ICH,A,1-335
POLB,P06746,9ICI,A,1-335
POLB,P06746,9ICJ,A,1-335
POLB,P06746,9ICK,A,1-335
POLB,P06746,9ICL,A,1-335
POLB,P06746,9ICM,A,1-335
POLB,P06746,9ICN,A,1-335
POLB,P06746,9ICO,A,1-335
POLB,P06746,9ICP,A,1-335
POLB,P06746,9ICQ,A,1-335
POLB,P06746,9ICR,A,1-335
POLB,P06746,9ICS,A,1-335
POLB,P06746,9ICT,A,1-335
POLB,P06746,9ICU,A,1-335
POLB,P06746,9ICV,A,1-335
POLB,P06746,9ICW,A,1-335
POLB,P06746,9ICX,A,1-335
POLB,P06746,9ICY,A,1-335
POLD1,P28340,6S1M,A,1-1107
POLD1,P28340,6S1N,A,1-1107
POLD1,P28340,6S1O,A,1-1107
POLD1,P28340,6TNY,A,1-1107
POLD1,P28340,6TNZ,A,1-1107
POLD1,P28340,9EKB,A,1-1107
POLE,Q07864,5VBN,B/F,2142-2286
POLE,Q07864,7PFO,B,1-2286
POLE,Q07864,7PLO,B,1-2286
POLE,Q07864,9B8S,A,1-2286
POLE,Q07864,9B8T,A,1-2286
POLE,Q07864,9F6D,A,1-1200
POLE,Q07864,9F6E,A,1-1200
POLE,Q07864,9F6F,A,1-1200
POLE,Q07864,9F6I,A,1-1200
POLE,Q07864,9F6J,A,1-1200
POLE,Q07864,9F6K,A,1-1200
POLE,Q07864,9F6L,A,1-1200
POLG,P54098,3IKM,A/D,70-1239
POLG,P54098,4ZTU,A,30-1239
POLG,P54098,4ZTZ,A,30-1239
POLG,P54098,5C51,A,25-1239
POLG,P54098,5C52,A,25-1239
POLG,P54098,5C53,A,25-1239
POLG,P54098,8D33,A,1-1239
POLG,P54098,8D37,A,1-1239
POLG,P54098,8D3R,A,1-1239
POLG,P54098,8D42,A,1-1239
POLG,P54098,8G5I,A,1-1239
POLG,P54098,8G5J,A,1-1239
POLG,P54098,8G5K,A,1-1239
POLG,P54098,8G5L,A,1-1239
POLG,P54098,8G5M,A,1-1239
POLG,P54098,8G5N,A,1-1239
POLG,P54098,8G5O,A,1-1239
POLG,P54098,8G5P,A,1-1239
POLG,P54098,8T7E,A,1-1239
POLG,P54098,8UDK,A,1-1239
POLG,P54098,8UDL,A,1-1239
POLG,P54098,8V54,A,26-1239
POLG,P54098,8V55,A,26-1239
POLG,P54098,8V5D,A,26-1239
POLG,P54098,8V5R,A,26-1239
POLH,Q9Y253,2I5O,A,628-662
POLH,Q9Y253,2LSK,B,524-539
POLH,Q9Y253,3JAA,A,1-432
POLH,Q9Y253,3MR2,A,1-432
POLH,Q9Y253,3MR3,A,1-432
POLH,Q9Y253,3MR5,A,1-432
